item_id,text,category,sub-category
704,On your way to delusionland remember who made Canada a one-trick pony of OIL OIL OIL,random,random
705,"The UN has been the satrapy of the West-hating, Jew-hating OIC for decades. And as for Canadian Louise Arbour's toxic legacy, the UNHRC, the less said about it the better...",random,random
706,"It's odd that the ""lesser societies"" are where everyone wants to emigrate to, Iranians included. Why is that?",random,random
707,"What about you, Robbins and Summers? Coinpurses nice and smooth?",random,random
708,Somebody refusing to sell me a cake vs killing me. I will pick door #1.,random,random
709,Overreact much?,random,random
710,"Another ostrich with his head deep in the sand. Keep it there, business, you won't know what hit you.",random,random
711,"The issue is that the university is not generating special exemptions for GLBTQs. That's actually equality, not discrimination.",random,random
711,"The issue is that the university is not generating special exemptions for GLBTQs. That's actually equality, not discrimination.",moral,fairness
712,Women are not sexually superior to men. They are sexually superior to immature boys.,random,random
713,The Globe replaces the letter from the former PM's et al with this partisan hack?,random,random
714,"Ontario has one more disease to rid itself of, namely kathleen Wynne and her entire incompetent, corrupt liberal government.",random,random
715,Me too because PM Sunny Ways Selfie is a liar and a fraud and not very bright.,random,random
716,None of your examples suggest the 'utmost vile hatred' that you promised. You can find thousands of similar and worse quotations in the Old Testament.,random,random
717,Happy to hear that in being Canadian you became a better Muslim. How does that benefit Canada?,random,random
718,Moderator: Please investigate the meaning of this commentator's name. It is vicious and cruel. Please delete the account.,random,random
719,"Yes, they certainly will increase our population quickly and easily. What do you know about population biology and ecology? Not much at all, obviously.",random,random
720,Bombast and nonsense' Principal tools of the Harper gang.,random,random
721,southcoaster: left to these clowns is anyone who does not think that taxes should be rolled back to 0.,random,random
722,why should I care what the catholic dinosaurs have to say? just one good reason please,random,random
723,So much for equality?.,random,random
723,So much for equality?.,moral,fairness
724,"Umm... did you not just read this article on a media website? Is this article what you consider 'anti-Harper bias'? If so, you really do need to lay off the Kool-Aid or re-adjust your tinfoil hat or both.",random,random
725,"cjlawrie, you must be part of the Globe editorial board, because you are WRONG! http://www.theglobeandmail.com/globe-debate/editorials/ontario-election-part-4-for-a-conservative-minority/article19047636/",random,random
726,But we are only 0.5% of the world's population. We are emitting FOUR TIMES the global per capita average. Including historical emissions we have contributed about EIGHT TIMES as much to this problem as the global average.,random,random
727,Who subsidizes your fire and police? Want a hint?,random,random
728,"HAHA HAHAHA! Brilliant. But, of course, seriously, that stuff is dangerous. You can drown in it. It should be banned.......",random,random
729,"i thought you might have some brains until this comment, buddy, this presentation was simpler than half of the senior engineering projects at my state school last year.",random,random
730,Excellent click bait for the legion of leftist hordes. Good job Mr. Martin.,random,random
731,"It was a very good article until the last sentence, which I thought stupid.",random,random
732,"Very good comment John, even if it requires fleshing out, so to speak, for the many commenters who don't understand the vacuous nature of disposable sex.",random,random
733,"Well you seem pretty sure YOU know all about the case, although you've demonstrated you haven't even read the basic facts about it.",random,random
734,"Miller, at least you don't whine like your buddy, Trump. You simply throw him in the trumpeter and move on your the next whacko. So it's Jill Stein is it? ""Real Solutions go Working People"" - wow! Inspiring!",random,random
735,Then why do Canadians go to the USA or Mexico for health care?,random,random
